순위	도서명	상세링크	저자	출판사	출판일	판매가(원)	평점	리뷰수
706	생성형 AI 시대 수학 교육	https://www.yes24.com/product/goods/182476796	유주연, 정민주	커뮤니케이션북스	2026년 03월	12000		0
707	GPT-5와 ChatGPT로 시작하는 멀티모달 AI 프로그래밍 실전 입문	https://www.yes24.com/product/goods/182457817	후루카와 히데카즈, 최용	위키북스	2026년 03월	28800		0
708	A2A × MCP 멀티에이전트 오케스트레이션 실전	https://www.yes24.com/product/goods/182413407	서지영	길벗	2026년 03월	29700	9.6	16
709	상업용 AI 음악제작	https://www.yes24.com/product/goods/181819691	최이진	노하우(도서출판)	2026년 03월	29700		0
710	피지컬 AI 컴퓨팅 모빌리티 기초동작 편	https://www.yes24.com/product/goods/181126230	김석진, 박경민, 신승호, 김학진	골든벨	2026년 03월	28500		0
711	가상 면접 사례로 배우는 생성형 AI 서비스 설계	https://www.yes24.com/product/goods/181114947	알리 아미니안, 하오 성, 김지호, 조윤민	인사이트(insight)	2026년 03월	30600		0
712	아두이노제어 with generative AI	https://www.yes24.com/product/goods/181001457	장인갑	내하출판사	2026년 03월	20000		0
713	안티그래비티 바이브 코딩 입문	https://www.yes24.com/product/goods/180485366	박규하	로드북	2026년 03월	22500	10.0	11
714	AI 워커스: 리디자인	https://www.yes24.com/product/goods/180386716	김아람	스마트북스	2026년 03월	22500	10.0	5
715	Security Guide 2026 (V.21) - 공격용 AI vs 방어용 AI	https://www.yes24.com/product/goods/180335965	편집부	(주)화산미디어	2026년 02월	28500		0
716	요즘 직장인을 위한 실무 보고서 작성 비법	https://www.yes24.com/product/goods/180335619	김태영	시프트	2026년 03월	18000	10.0	9
717	5분 제미나이	https://www.yes24.com/product/goods/180162710	오종현	한빛미디어	2026년 02월	21600	9.9	34
718	슬기로운 교사 생활 구글 클래스룸 수업 활용법	https://www.yes24.com/product/goods/180158155	유수근	골든래빗	2026년 03월	24120	9.9	108
719	C++로 배우는 자료구조 및 알고리즘	https://www.yes24.com/product/goods/180138780	Frank M. Carrano, 송하윤	프로텍미디어	2026년 02월	44000		0
720	가장 쉬운 AI 앱 빌더 DIfy 실무 가이드	https://www.yes24.com/product/goods/179607096	오노 사토시, 두발타고	AK(에이케이 커뮤니케이션즈)	2026년 02월	40850		0
721	문제 해결의 힘, 컴퓨팅 사고력	https://www.yes24.com/product/goods/179605419	한옥영	성균관대학교출판부(SKKUP)	2026년 02월	25000		0
722	세상을 복제하는 공장, Physical AI 데이터팩토리	https://www.yes24.com/product/goods/178728913	손병희	꾸그티처스	2026년 02월	13500	2.0	2
723	요즘 디자인을 위한 포토샵 & 일러스트레이터 (큰글자책)	https://www.yes24.com/product/goods/178420804	서영열	시프트	2026년 02월	85000		0
724	누구나 쉽게 따라 하는 디지털 & AI	https://www.yes24.com/product/goods/178332725	이정화, 남호정, 최상국, 하나	디지털콘텐츠그룹	2026년 02월	16200		0
725	인벤터 설계	https://www.yes24.com/product/goods/178093876	홍성기, 강민정	성안당	2026년 02월	24300		0
726	포지션으로 읽는 리그오브레전드	https://www.yes24.com/product/goods/177855321	홍승표	가나북스	2026년 03월	21600	10.0	4
727	내 코드가 불안한 개발자를 위한 좋은 코드의 기준	https://www.yes24.com/product/goods/177293894	모리 아츠시, 안동현	프리렉	2026년 02월	22500	10.0	4
728	엑셀로 시작하는 데이터 분석과 업무 자동화	https://www.yes24.com/product/goods/177288116	김철	영진닷컴	2026년 02월	28800	10.0	18
729	AI와 함께라서	https://www.yes24.com/product/goods/177220266	최원설, 이재하, 고은비	지식터	2026년 01월	18000	10.0	3
730	어르신들을 위한 스마트폰 기초교실	https://www.yes24.com/product/goods/177123164	디지털콘텐츠그룹 편집부	디지털콘텐츠그룹	2026년 02월	14400		0
731	나노바나나로 AI툰 제작하기	https://www.yes24.com/product/goods/177114666	김한재	비엘북스	2026년 02월	28800	10.0	14
732	인간중심 AI	https://www.yes24.com/product/goods/177078746	권유빈	커뮤니케이션북스	2026년 02월	12000		0
733	허깅페이스로 배우는 멀티모달 모델	https://www.yes24.com/product/goods/177059661	이정인, 정우준	디지털북스	2026년 03월	19800	10.0	2
734	마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷 (큰글자책)	https://www.yes24.com/product/goods/176921133	김지희	시프트	2026년 02월	48000		0
735	누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오 (큰글자책)	https://www.yes24.com/product/goods/176920892	현병욱(오땡큐), 신수진	시프트	2026년 02월	39000		0
736	프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기	https://www.yes24.com/product/goods/176914166	전은재, 민지영, 문수민, 앤미디어	길벗	2026년 02월	24300	9.7	26
737	기본기부터 다시 새기는 러스트 특강	https://www.yes24.com/product/goods/176914164	욘 옝세, 장현희	인사이트(insight)	2026년 02월	29700		0
738	팔란티어처럼 해체하고 연결하고 장악하라	https://www.yes24.com/product/goods/176538801	정관영	골든래빗	2026년 02월	21600	10.0	62
739	생성형AI 프롬프트 디자인	https://www.yes24.com/product/goods/175912211	한국생성형AI연구원	광문각출판미디어	2026년 02월	30000		0
740	아두이노 프로그래밍	https://www.yes24.com/product/goods/175863613	강성묵, 정보권	생능출판사	2026년 01월	35000		0
741	AI로 차트, 그래프, 인포그래픽 한 번에 끝내기	https://www.yes24.com/product/goods/175523653	이현	천그루숲	2026년 01월	16200	10.0	16
742	그림으로 배우는 가상화 구조	https://www.yes24.com/product/goods/175392034	스즈키 켄지, 무네무라 타쿠미, 마루야마 카츠야스, 오우 쇼, 김성훈	영진닷컴	2026년 01월	15300	9.6	10
743	우리, 프로그래머들 We, Programmers	https://www.yes24.com/product/goods/175232277	로버트 C. 마틴, 최희철	길벗	2026년 01월	27900	9.9	19
744	IT@CookBook, 유니티 입문	https://www.yes24.com/product/goods/175226784	이종원, 신유철, 이승환	한빛아카데미	2026년 01월	33000	2.0	1
745	출근길에 읽고 퇴근길에 완성하는 바이브 코딩	https://www.yes24.com/product/goods/175226781	노승헌	더 타이즈	2026년 02월	19800		0
746	AI 프로젝트 100% 성공을 위한 체크리스트 17	https://www.yes24.com/product/goods/175133788	유진호	책만	2026년 01월	25200	9.9	18
747	AI 디자인 활용백과	https://www.yes24.com/product/goods/175122641	채시은	스마트북스	2026년 01월	22500	10.0	2
748	심리상담과 AI의 융합 (큰글자책)	https://www.yes24.com/product/goods/175110074	이혜숙	커뮤니케이션북스	2026년 01월	25000		0
749	네이버 블로그 역제안 가이드	https://www.yes24.com/product/goods/174795790	마케터C(김명경)	한빛미디어	2026년 02월	19800	9.8	44
750	마인크래프트 블록 완벽 가이드	https://www.yes24.com/product/goods/174753625	Mojang Studio, 강세중	영진닷컴	2026년 01월	22500	10.0	5
751	MK에디션 CES 2026	https://www.yes24.com/product/goods/174267330	매일경제 CES 특별취재팀	매일경제신문사	2026년 01월	18000	10.0	2
752	디지털 게임 레벨 디자인 가이드	https://www.yes24.com/product/goods/174031964	김익환	다윈의서재	2026년 01월	65000		0
753	AI와 심리적 안정감	https://www.yes24.com/product/goods/174028749	원미영	커뮤니케이션북스	2026년 01월	12000		0
754	인공지능이 답할 때 교육은 무엇을 묻는가	https://www.yes24.com/product/goods/173183477	함영기	에듀니티교육연구소(에듀니티)	2026년 01월	18000	10.0	8
755	모던 API 아키텍처 설계 전략	https://www.yes24.com/product/goods/173033853	제임스 고프, 대니얼 브라이언트, 매튜 어번, 장현희	책만	2026년 01월	28800	9.0	2
756	포토샵 & 일러스트레이터 & 인디자인 CC 2026	https://www.yes24.com/product/goods/172532517	김경미, 최리진	생능북스	2026년 01월	22500	9.9	34
757	코틀린&스프링 부트로 개발은 처음인데요	https://www.yes24.com/product/goods/171651782	정보근	더 타이즈	2026년 01월	29700		0
758	코딩런 반려동물키우기  with 엔트리	https://www.yes24.com/product/goods/171013891	놀이교육콘텐츠랩	마린북스	2025년 12월	13500		0
759	포토샵+일러스트레이터 CC 2026 무작정 따라하기	https://www.yes24.com/product/goods/170998602	문수민, 민지영, 앤미디어, 전은재	길벗	2026년 01월	23400	9.8	62
760	현직교사가 만든 가장 쉬운 미리캔버스 수업 활용! MiriCanvas(미리캔버스)로 무엇이든 만들 수 있다	https://www.yes24.com/product/goods/170378306	김동은, 김효민, 박채린, 이희정, 임준열	광문각출판미디어	2025년 12월	21000	9.8	30
761	리더는 AI에게 질문하지 않는다	https://www.yes24.com/product/goods/168871803	김희연	북피움	2026년 01월	20700		0
762	이펙티브 타입스크립트 2판	https://www.yes24.com/product/goods/168759478	댄 밴더캄, 장원호	인사이트(insight)	2025년 12월	31500		0
763	요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성	https://www.yes24.com/product/goods/168451090	김동학	골든래빗	2026년 01월	25200	9.4	7
764	AI 잘 쓰는 디자이너	https://www.yes24.com/product/goods/168263935	전하린	이지스퍼블리싱	2025년 12월	18900	10.0	11
765	따라 하면서 완성하는 AWS 인프라 구축 입문	https://www.yes24.com/product/goods/168228070	최진영(럭키바닐라 3세)	위키북스	2026년 01월	31500		0
766	Dify, 코딩 없이 AI 앱 개발의 시작	https://www.yes24.com/product/goods/168226328	멀티코어, 조준희, 강장묵, 이상한, 윤철희	프리렉	2025년 12월	22500	10.0	4
767	일잘러의 무기가 되는 엑셀 대시보드	https://www.yes24.com/product/goods/167785232	최준선	한빛미디어	2025년 12월	24300	9.4	7
768	주얼리 디자인을 위한 미드저니(Midjourney) 가이드	https://www.yes24.com/product/goods/167600356	김규승	청담북스	2025년 11월	23750		0
769	AI 자율학습 밑바닥부터 배우는 AI 에이전트	https://www.yes24.com/product/goods/167584729	다비드스튜디오	길벗	2025년 12월	21600	9.6	20
770	피지컬 AI 컴퓨팅 센서편	https://www.yes24.com/product/goods/167582352	김석진, 박경민, 신승호	골든벨	2026년 01월	31350	10.0	1
771	AI와 언어학	https://www.yes24.com/product/goods/167496127	이은송	커뮤니케이션북스	2025년 12월	12000		0
772	키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI	https://www.yes24.com/product/goods/167455912	놀이교육콘텐츠랩	마린북스	2025년 11월	12600		0
773	AI와 패션 디자인 (큰글자책)	https://www.yes24.com/product/goods/167400777	마진주, 정연이	커뮤니케이션북스	2025년 12월	25000		0
774	키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI	https://www.yes24.com/product/goods/167388454	놀이교육콘텐츠랩	마린북스	2025년 11월	12600		0
775	AI 법률문서 작성법 : 형사사건편	https://www.yes24.com/product/goods/167387442	김종엽	박영사	2025년 12월	28000	6.0	2
776	요즘 바이브 코딩 제미나이 CLI 완벽 가이드	https://www.yes24.com/product/goods/167384326	김진환	골든래빗	2025년 12월	23400	10.0	80
777	Do it! HTML+CSS 웹 표준의 정석	https://www.yes24.com/product/goods/167131962	고경희	이지스퍼블리싱	2025년 11월	26550	10.0	12
778	한 권으로 끝내는 올인원 피그마	https://www.yes24.com/product/goods/165483454	오시내	제이펍	2025년 12월	31500	10.0	1
779	현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다	https://www.yes24.com/product/goods/165325500	이서영, 유상숙, 양지현, 이상현	광문각출판미디어	2025년 11월	19000	9.8	38
780	Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문	https://www.yes24.com/product/goods/165140030	이규호	콩콩 컴퍼니	2025년 10월	29400		0
781	공공기관 업무혁신을 위한 AI플레이북	https://www.yes24.com/product/goods/164912355	신철, 김용환, 권영우, 최은호, 전영달, 윤기영, 김근오	6G웰니스	2025년 11월	20700		0
782	AI와 무용 교육	https://www.yes24.com/product/goods/164773671	김경미	커뮤니케이션북스	2025년 11월	12000		0
783	도메인 주도 설계를 위한 함수형 프로그래밍	https://www.yes24.com/product/goods/164512812	스콧 블라신, 박주형	제이펍	2025년 11월	28800	10.0	6
784	PyTorch로 배우는 딥러닝과 생성형 AI	https://www.yes24.com/product/goods/163744828	박유성	자유아카데미	2025년 11월	43000	3.0	2
785	직장인을 위한 미드저니 이미지 & 영상 제작	https://www.yes24.com/product/goods/163598008	고희청, 박범희	성안당	2025년 11월	24300	9.7	43
786	파이썬 for Beginner	https://www.yes24.com/product/goods/162993187	우재남	한빛아카데미	2025년 11월	26000	9.0	2
787	AI 개발자가 되고 싶으세요?	https://www.yes24.com/product/goods/162211876	배휘동, 홍석용, 오현우, 정금호, 최남규, 정보 더 보기/감추기, 배휘동, 홍석용, 오현우, 정금호, 최남규, 김성완	로드북	2025년 11월	22500	10.0	5
788	레트로 게임 만들기 with 파이썬	https://www.yes24.com/product/goods/162178083	조수현, 김이현, 이승현, 노근우	루비페이퍼	2025년 11월	31500	10.0	1
789	바이브 코딩	https://www.yes24.com/product/goods/161924116	이석현	아이콕스(iCox)	2025년 11월	24300		0
790	운영체제	https://www.yes24.com/product/goods/161918303	박규석, 배인한, 김영찬	생능출판사	2025년 11월	28000		0
791	PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC	https://www.yes24.com/product/goods/161614247	원동현	청담북스	2025년 10월	19000		0
792	PLAY! SOLIDWORKS 2026 PART BASIC	https://www.yes24.com/product/goods/161611894	원동현	청담북스	2025년 10월	20900		0
793	핸즈온 바이브 코딩	https://www.yes24.com/product/goods/160603535	정도현	한빛미디어	2025년 10월	19800	9.6	32
794	파이썬으로 시작하는 머신러닝+딥러닝	https://www.yes24.com/product/goods/160497918	강지영	아이리포	2025년 11월	25200	10.0	5
795	이것이 UX/UI 디자인이다	https://www.yes24.com/product/goods/160471520	조성봉	위키북스	2025년 10월	31500		0
796	코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기	https://www.yes24.com/product/goods/160409598	이상용, 정동진	앤써북	2025년 10월	16200	10.0	21
797	SAP Public Cloud와 Private Cloud Edition 완전 정복	https://www.yes24.com/product/goods/160136114	권영근	북랩	2025년 10월	31500	10.0	1
798	AI 음악 생성기, 수노(큰글자책)	https://www.yes24.com/product/goods/159636882	양종모, 박은비	커뮤니케이션북스	2025년 10월	25000		0
799	AI와 정밀 의료	https://www.yes24.com/product/goods/159499662	김효정	커뮤니케이션북스	2025년 10월	12000		0
800	나노 바나나	https://www.yes24.com/product/goods/159417254	문수민, 박범희, 앤미디어	생능북스	2025년 11월	21600	9.8	48
801	AI와 전문직의 미래	https://www.yes24.com/product/goods/159257393	김예성	커뮤니케이션북스	2025년 10월	12000		0
802	가장 상세한 엑셀 함수 대백과	https://www.yes24.com/product/goods/159171284	쿠니모토 아츠코, 류승우	영진닷컴	2025년 10월	25200	10.0	22
803	한글 2022	https://www.yes24.com/product/goods/159074904	전경숙	교학사	2025년 10월	13500		0
804	스타트업 서비스 설계는 처음인데요	https://www.yes24.com/product/goods/158727530	강대명	더 타이즈	2025년 10월	29700	10.0	2
805	리액트, Next.js로 완성하는 프론트엔드	https://www.yes24.com/product/goods/155152306	강경석	영진닷컴	2025년 10월	32400	10.0	11
806	예제로 배우는 CATIA V5 기초	https://www.yes24.com/product/goods/155062669	김한승, 강병호, 김창완	좋은땅	2025년 02월	19800		0
807	UX 교과서	https://www.yes24.com/product/goods/155060238	앤서니 콘타, 이미령	길벗	2025년 10월	29700	9.9	14
808	할루시네이션을 줄여주는 프롬프트 엔지니어링	https://www.yes24.com/product/goods/154648338	한성민	한빛미디어	2025년 09월	28800	8.7	6
809	돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까	https://www.yes24.com/product/goods/154254878	장동인	리코멘드	2025년 09월	22500	9.7	7
810	AI와 미술 교육	https://www.yes24.com/product/goods/154254873	손지현	커뮤니케이션북스	2025년 09월	12000		0
811	디지털 마케팅 용어 도감	https://www.yes24.com/product/goods/154238820	다케우치 테츠야, 김모세	정보문화사	2025년 09월	20700	9.9	30
812	코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서	https://www.yes24.com/product/goods/154230854	엄가온	콩콩 컴퍼니	2025년 09월	19300		0
813	요즘 개발자를 위한 시스템 설계 수업	https://www.yes24.com/product/goods/154159841	디렌드라 신하, 테자스 초프라, 양문규	길벗	2025년 09월	31500	9.7	19
814	AI와 여가·관광	https://www.yes24.com/product/goods/154100759	이정은	휴먼북스(교재)	2025년 08월	20000		0
815	크리핵티브의 한 권으로 끝내는 웹 해킹 바이블	https://www.yes24.com/product/goods/154076881	하동민(크리핵티브)	한빛미디어	2025년 10월	54000	9.7	31
816	처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초	https://www.yes24.com/product/goods/153848263	시마자키 조제, 고영자	영진닷컴	2025년 09월	18000	9.9	14
817	헤드 퍼스트 소프트웨어 아키텍처	https://www.yes24.com/product/goods/153613588	라주 간디, 마크 리처드, 닐 포드, 유동환, 최영수	한빛미디어	2025년 09월	33300	9.2	26
818	밑바닥부터 시작하는 웹 브라우저	https://www.yes24.com/product/goods/153499985	파벨 판체카, 크리스 해럴슨, 이형욱, 최병운	한빛미디어	2025년 09월	40500	10.0	5
819	AI 3대 강국	https://www.yes24.com/product/goods/153085270	박영선	나남출판사	2025년 09월	16200		0
820	생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노	https://www.yes24.com/product/goods/153061112	전진아, 김수연	앤써북	2025년 09월	18900	10.0	11
821	미드저니와 ComfyUI로 완성하는, 게임 그래픽	https://www.yes24.com/product/goods/152649327	양영민	비엘북스	2025년 08월	29700	10.0	2
822	AI와 문화 기술	https://www.yes24.com/product/goods/152579254	김돈정	커뮤니케이션북스	2025년 09월	12000	10.0	1
823	초보자도 쉽게 배우는 엑셀 2024 길라잡이	https://www.yes24.com/product/goods/152363144	김영주	정보문화사	2025년 09월	20700	9.7	28
824	AI와 국악 창작 교육	https://www.yes24.com/product/goods/152307412	권혜근, 정영선	커뮤니케이션북스	2025년 08월	12000		0
825	데이터 리터러시를 높이는 데이터 시각화	https://www.yes24.com/product/goods/152302455	네이선 야우, 한상택	인사이트(insight)	2025년 09월	29700		0
826	프롬프트 엔지니어의 업무 가이드북	https://www.yes24.com/product/goods/152026446	최영우	책과나무	2025년 08월	19800		0
827	쓱 하고 싹 배우는 미리캔버스	https://www.yes24.com/product/goods/151881498	김영미	영진닷컴	2025년 08월	12600		0
828	정지훈의 양자 컴퓨터 강의	https://www.yes24.com/product/goods/151789405	정지훈	한빛미디어	2025년 08월	21600	9.5	23
829	된다! 하루 만에 만드는 AI 사진 & 이미지	https://www.yes24.com/product/goods/151780100	김원석	이지스퍼블리싱	2025년 08월	16020	10.0	40
830	Do it! 알고리즘 코딩 테스트 파이썬 편	https://www.yes24.com/product/goods/151761784	김종관	이지스퍼블리싱	2025년 09월	31500	7.0	8
831	라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차	https://www.yes24.com/product/goods/151682700	이현, 김경연, 김명생	광문각	2025년 08월	26000		0
832	돌꿈_컴기초꿈트리(윈도우11_AI 친구들)	https://www.yes24.com/product/goods/151379311	KIE 기획연구실, 방컴(쌤과 아이들)	아카데미소프트	2025년 09월	12600		0
833	데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드	https://www.yes24.com/product/goods/151347071	윤대희	위키북스	2025년 08월	37800		0
834	챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템	https://www.yes24.com/product/goods/151170115	설근민	제이펍	2025년 08월	22500	9.8	9
835	AI 영상×미드저니·런웨이·소라·클링·하이루오	https://www.yes24.com/product/goods/151152657	안재홍	길벗	2025년 08월	23400	9.6	16
836	그림으로 개념 잡는 네트워크 입문	https://www.yes24.com/product/goods/151045539	C.I.K	앤써북	2025년 08월	15930	9.3	3
837	LLM 상담과 심리 치료	https://www.yes24.com/product/goods/150866742	강수정	커뮤니케이션북스	2025년 08월	12000		0
838	딥러닝 제대로 이해하기	https://www.yes24.com/product/goods/150795058	사이먼 J. D. 프린스, 고연이	제이펍	2025년 08월	34200	9.7	7
839	챗GPT와 함께하는 주식 데이터 분석	https://www.yes24.com/product/goods/150724085	이진규, 김동준	영진닷컴	2025년 08월	19800	9.5	22
840	교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제	https://www.yes24.com/product/goods/150709449	한동규	앤써북	2025년 08월	15930	9.8	19
841	챗GPT 공부 혁명	https://www.yes24.com/product/goods/150556693	전지영, 백수현, 이효진, 장수영, 손소영	포르체	2025년 08월	20700	9.9	16
842	AI와 미래 자율 제조	https://www.yes24.com/product/goods/150321727	원홍인, 이상아, 윤종필, 이상목	커뮤니케이션북스	2025년 08월	12000		0
843	Do it! 알고리즘 코딩 테스트 C++ 편	https://www.yes24.com/product/goods/150240159	김종관	이지스퍼블리싱	2025년 08월	35100	10.0	6
844	기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것	https://www.yes24.com/product/goods/150027797	유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 정보 더 보기/감추기, 유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 박기성	책만	2025년 08월	29700	10.0	6
845	AI와 디지털 헬스케어	https://www.yes24.com/product/goods/149866407	임미가	커뮤니케이션북스	2025년 08월	12000		0
846	만화로 쉽게 배우는 시계열 분석	https://www.yes24.com/product/goods/149745776	다카하시 이치로, 권기태	성안당	2025년 07월	16200		0
847	아는 만큼 보이는 생성형 AI	https://www.yes24.com/product/goods/149680614	김주영	길벗	2025년 07월	19800	9.7	26
848	가장 쉬운 독학 캔바 첫걸음	https://www.yes24.com/product/goods/149659316	원정민, 조영진, 신명진, 이상수	동양북스(동양books)	2025년 07월	24750	9.9	23
849	오늘부터 회사에서 AI 합니다	https://www.yes24.com/product/goods/149432094	이활석, 업스테이지 AI 교육 부문	디지털북스	2025년 07월	19800	10.0	11
850	쉽게 배우는 운영체제	https://www.yes24.com/product/goods/149421496	조성호	한빛아카데미	2025년 07월	33000	10.0	3
851	라이노 3D로 주얼리를 만들자	https://www.yes24.com/product/goods/149405513	김현철	창조와지식	2025년 07월	23400	10.0	1
852	AI 의인화	https://www.yes24.com/product/goods/149374586	김보경, 김소연	커뮤니케이션북스	2025년 07월	12000		0
853	구글 AI Gemini 그림 초등왕	https://www.yes24.com/product/goods/149243919	코딩 코치스	BOOKK(부크크)	2025년 07월	15800		0
854	인프라 엔지니어의 교과서	https://www.yes24.com/product/goods/149193207	사노 유타카, 김성훈	길벗	2025년 07월	19800	10.0	11
855	AI 융합 교육 교사	https://www.yes24.com/product/goods/148848952	김귀훈	커뮤니케이션북스	2025년 07월	12000		0
856	생성형 AI를 활용한 논문 작성법	https://www.yes24.com/product/goods/148767861	김귀훈	홍릉	2025년 06월	29000		0
857	마인크래프트 건축 가이드 마법 프로젝트	https://www.yes24.com/product/goods/148704026	Mojang Studio, 강세중	영진닷컴	2025년 07월	12600	10.0	2
858	파이썬으로 배우는 소프트웨어와 인공지능	https://www.yes24.com/product/goods/148703391	조행래, 윤종희, 서영석, 박영덕	영남대학교출판부(知YU智)	2025년 06월	25000		0
859	인공 인간	https://www.yes24.com/product/goods/148420115	수잔 슈나이더, 이해윤, 김성묵	한울아카데미	2024년 05월	22000		0
860	잘 통하는 보고서 작성의 비밀	https://www.yes24.com/product/goods/148368955	임영균	한빛미디어	2025년 07월	18000	9.6	32
861	AI 에디터 커서 Cursor 완벽 가이드	https://www.yes24.com/product/goods/148350160	키노시타 유이치로, 김모세	영진닷컴	2025년 07월	19800	9.5	8
862	따라 하며 배우는 유니티 게임 개발	https://www.yes24.com/product/goods/148184558	아라카와 다쿠야, 아사노 유이치, 윤준	한빛미디어	2025년 06월	21600	9.3	3
863	실무에서 SQL을 다루는 기술	https://www.yes24.com/product/goods/148181079	마크 사이먼, 조은옥	한빛미디어	2025년 06월	29700	9.8	8
864	디자인 경험을 바꾸는 UX/UI 디자인 with AI	https://www.yes24.com/product/goods/148121780	유훈식	한빛미디어	2025년 06월	28800	9.7	7
865	생성형 AI 업무 활용 정석 - 테스팅 업무 적용편	https://www.yes24.com/product/goods/147983588	권원일	STA(소프트웨어테스팅연구소)	2025년 06월	27000		0
866	버려지는 디자인 통과되는 디자인 - 편집 디자인	https://www.yes24.com/product/goods/147977458	이미정, 유은진	길벗	2025년 07월	20700	9.9	35
867	소플의 처음 만난 Next.js	https://www.yes24.com/product/goods/147976869	이인제	한빛미디어	2025년 06월	35100	9.6	16
868	크리에이터를 위한 ChatGPT 활용 대전	https://www.yes24.com/product/goods/147965771	쿠니모토 치사토, 챗GPT 연구회	정보문화사	2025년 06월	18000	9.8	26
869	AI와 사이버 보안	https://www.yes24.com/product/goods/147870513	이승은	커뮤니케이션북스	2025년 06월	12000		0
870	MOS 365 Word Associate	https://www.yes24.com/product/goods/147867784	김경희, 오해강	시대인	2025년 06월	13500	10.0	9
871	인공지능, 주식분석 좀 부탁해	https://www.yes24.com/product/goods/147852321	곽경일	비제이퍼블릭(BJ퍼블릭)	2025년 07월	21600	9.5	11
872	상상력을 작품으로 미리캔버스	https://www.yes24.com/product/goods/147752757	김지혜, KIE 기획연구실	아카데미소프트	2025년 06월	12600		0
873	생성형 AI 활용 백과사전	https://www.yes24.com/product/goods/147626022	다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키, 서수환	길벗	2025년 06월	21600	9.7	49
874	깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영	https://www.yes24.com/product/goods/147569986	노무라 도모키, 김완섭	제이펍	2025년 07월	25200		0
875	기후 위기와 인공지능	https://www.yes24.com/product/goods/147569950	이천환	커뮤니케이션북스	2025년 06월	12000		0
876	테디노트의 랭체인을 활용한 RAG 비법노트 [심화편]	https://www.yes24.com/product/goods/147569409	이경록	리코멘드	2025년 06월	25200	6.0	1
877	C# 교과서	https://www.yes24.com/product/goods/147562377	박용준	길벗	2025년 06월	35100	9.7	14
878	AI로 하루 만에 영상 만들기 with 런웨이	https://www.yes24.com/product/goods/147338262	송태민, 서광민	한빛미디어	2025년 06월	18000	9.6	30
879	코딩런 픽셀월드 대모험 피스켈&엔트리	https://www.yes24.com/product/goods/147132535	코딩연구소	마린북스	2025년 05월	13500		0
880	AI가 대체하는, 대체 못하는 노동	https://www.yes24.com/product/goods/147124214	김관욱	커뮤니케이션북스	2025년 06월	12000	2.0	1
881	LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍	https://www.yes24.com/product/goods/147098139	윤인도	제이펍	2025년 06월	22500	10.0	3
882	AI와 교육 연극 (큰글자책)	https://www.yes24.com/product/goods/147097407	한귀은	커뮤니케이션북스	2025년 06월	25000		0
883	입문자를 위한 맞춤형 AI 프로그램 만들기	https://www.yes24.com/product/goods/147081442	다비드스튜디오	길벗	2025년 06월	25200	9.9	14
884	좋아 보이는 것들의 비밀, 컬러	https://www.yes24.com/product/goods/147079126	최경원	길벗	2025년 06월	26100	9.8	22
885	회사에서 바로 쓰는 AI 치트키	https://www.yes24.com/product/goods/147078614	이혜정, 윤재현, 엄혜경	애드앤미디어	2025년 06월	18000	9.3	17
886	픽셀 아트 마스터 컬렉션	https://www.yes24.com/product/goods/147057325	ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, 정보 더 보기/감추기, ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, m7kenji, 송지연	AK(에이케이 커뮤니케이션즈)	2025년 05월	24220	8.0	2
887	탄탄한 기초를 위한 PLC 프로그래밍(XGB series)	https://www.yes24.com/product/goods/146529821	김진태, 이현옥	예문사	2025년 05월	26100	10.0	2
888	당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략	https://www.yes24.com/product/goods/146504169	서혜미	아티오	2025년 05월	15300	9.4	14
